chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF5_total_2016;2016;TRF5;TRF 5ª Região;total;1;134108;4286;39911;69192;6800;474;815;12630;470477;9438;57569;345172;17163;587;995;39553;;;;;83804;1;83803;114765;0;114765;;375671;131;298239;77301;138376;0;128972;9404;;;;;776584;0;1240907;1334662714;146584779;27666298;1159340684;90;43;29;39;1;0;0;0;0;196;2267;99;360;18;3856;1469;442;229;127;2267;189;62;95;14;360;12;5;1;0;18;27827;5890;999;1369;99;112633;6514;52014;25410;6089;438;303;21865;70010;0;70010;324932;130;214895;109907;464323;776584;431412;438913;429830;438172;173;5,12896E+11;31473154;0,0026;42,40639;0,62275;12,25171;2419,41618;6048,65896;2529,27746;113,4764;0,85834;0,58184
TRF_total_2016;2016;TRF;TRF;total;1;1174158;88904;376873;562708;51186;1646;8214;84627;5838280;160135;846988;4258993;211595;2273;17766;340530;;;;;462647;449;462198;1019918;192;1019726;;1680116;2040;1413446;264630;2014010;4110;1950528;59372;;;;;10043088;0;13387296;10338089585;1216430712;87509499;8993124705;639;326;204;488;1;0;110;20;11;1655;17833;651;990;49;28453;8213;2736;6071;813;17833;413;179;356;42;990;28;10;11;0;49;105756;31988;90394;9722;651;914200;99164;445645;216405;32072;5221;1085;114608;487433;374;487059;1480508;2439;1314407;163662;3344208;10043088;5784095;3127803;5764056;3121497;1324;6,26933E+12;206081431;0,00165;50,16507;0,80308;13,80668;1884,55967;7739,42447;1808,69184;84,16364;0,83899;0,7663
TRF1_DF_2017;2017;TRF1;TRF 1ª Região;DF;0;39278;2471;21814;9139;3845;0;0;2009;229580;3257;52354;139633;14755;0;2;19579;4836;85623;10843;101302;13832;1;13831;41842;2;41840;21280;37237;1;24452;12784;36054;19;34890;1145;889;0;889;123471;307476;123471;372258;312547136;67696747;264170;244586219;33;10;9;8;0;0;3;1;1;55;443;1;60;3;505;337;60;22;24;443;41;12;6;1;60;3;0;0;0;3;194;36;11;25;1;26161;2275;15129;3772;1884;0;0;3101;16474;2;16472;22147;2;17406;4739;64782;184005;129995;61010;129993;61010;47;2,44722E+11;3039444;0,00128;102,83037;1,80954;16,61488;1313,23404;6679,61702;1027,82979;95,65941;0,63135;0,84612
TRF1_GO_2017;2017;TRF1;TRF 1ª Região;GO;0;28936;3586;9349;13649;2091;0;0;261;172884;3530;15969;139082;9638;0;1;4664;2055;81624;3401;87080;10471;5;10466;25166;3;25163;10015;64190;66;42867;21257;61491;91;58423;2977;21095;0;21095;118190;259541;118190;324493;236297903;27290317;893914;208113672;15;8;6;15;0;0;0;0;0;44;456;1;39;2;496;207;49;178;22;456;6;6;27;0;39;0;0;2;0;2;83;20;82;1;1;15623;3572;5557;4134;1297;1;0;1062;14376;7;14369;34953;78;26278;8597;64952;141351;83893;60818;83892;60817;38;1,91948E+11;6778772;0,00123;34,85851;0,64909;7,31696;1884,42105;7498,71053;1330,94737;101,96774;0,54309;0,82251
TRF1_MT_2017;2017;TRF1;TRF 1ª Região;MT;0;18270;2819;5979;7810;1574;0;0;88;87568;4927;12618;60586;7306;0;1;2130;2985;33684;1643;38312;5867;2;5865;18917;3;18914;5314;26101;15;17299;8787;30607;25;28769;1813;7894;0;7894;51520;137092;51520;167692;143585077;12545754;4209813;126829510;9;5;3;14;0;0;0;0;0;31;323;1;12;2;336;125;41;146;11;323;1;2;9;0;12;0;1;1;0;2;46;28;118;0;1;10241;3011;3893;1781;973;0;0;583;5088;3;5085;15271;11;11273;3987;30600;85572;58670;28819;58669;28819;28;1,26846E+11;3344544;0,00113;42,93114;0,92688;10,04621;1267,71429;5131,67857;911,14286;75,92857;0,57497;0,82245
TRF1_MG_2017;2017;TRF1;TRF 1ª Região;MG;0;80004;12633;27111;34442;5127;0;3;688;483685;13876;65688;359474;25105;0;3;19539;16148;246715;18040;280903;29536;37;29499;115805;27;115778;48897;157191;61;106696;50434;251696;176;244178;7342;125709;0;125709;455509;851186;455509;1057237;746320531;91035588;7291370;647993573;67;31;18;48;0;0;5;2;0;157;1468;2;85;3;1554;709;191;500;68;1468;22;21;38;4;85;2;0;1;0;3;291;25;287;52;2;59596;12630;24860;16575;1295;1;0;4235;58561;28;58533;87894;92;68132;19670;206051;395677;282918;189476;282915;189475;139;5,76376E+11;21119536;0,00129;35,33792;0,74339;7,35812;1338,63309;6351,58993;1061,07914;94,90991;0,62181;0,83294
TRF1_AC_2017;2017;TRF1;TRF 1ª Região;AC;0;3100;782;1017;913;387;0;0;1;14392;1329;2044;9553;1114;0;0;352;461;6030;476;6967;3489;1;3488;7550;1;7549;3654;8304;3;5749;2552;7006;3;6582;421;1923;0;1923;12544;28948;12544;38714;53991427;6976586;40540;46974301;4;2;3;1;0;0;0;0;0;10;96;0;10;0;106;57;16;14;9;96;6;1;3;0;10;0;0;0;0;0;44;1;13;20;0;2202;816;697;518;106;0;0;65;2198;0;2198;5366;1;4444;921;9766;16404;12881;9248;12881;9248;7;14272940594;829619;0,00378;65,07979;1,20537;12,77695;1264,42857;4138;1081,14286;71,39623;0,66363;0,73873
TRF1_AM_2017;2017;TRF1;TRF 1ª Região;AM;0;10231;2215;3815;2839;1147;1;0;214;63314;4040;8579;45364;3544;1;0;1786;1405;31673;1908;34986;4274;2;4272;7133;1;7132;6795;12640;39;9156;3445;11435;143;10618;674;863;0;863;42644;81882;42644;97843;91694148;10814367;2208166;78671615;6;4;3;8;0;0;0;0;0;21;178;0;25;2;205;75;26;66;11;178;8;7;8;2;25;1;0;1;0;2;36;44;63;11;0;6981;2273;1793;2491;219;0;0;205;3742;5;3737;5238;84;4193;961;15961;39238;25547;13470;25546;13470;18;93240190919;4063614;0,00098;22,56468;0,51678;5,04477;1067,27778;4831,55556;678,83333;59,60488;0,53426;0,8595
TRF1_AP_2017;2017;TRF1;TRF 1ª Região;AP;0;4152;1248;1113;1281;326;0;0;184;16940;1134;1679;12079;1122;0;1;925;316;7596;549;8461;0;0;0;0;0;0;0;6993;3;5744;1246;11522;8;11114;400;6571;0;6571;15032;28462;15032;37140;63393193;4770831;477475;58144886;3;2;0;1;0;0;0;0;0;6;140;0;8;0;148;69;32;39;0;140;5;1;2;0;8;0;0;0;0;0;28;16;4;0;0;3706;1113;813;1521;138;0;0;121;0;0;0;4972;5;3921;1046;8678;13430;8947;7157;8946;7157;6;15481908326;797722;0,00409;79,46778;0,75214;18,55283;1619,16667;6190;1446,33333;58,63514;0,77865;0,76634
TRF1_PA_2017;2017;TRF1;TRF 1ª Região;PA;0;21461;4092;6454;9940;893;0;2;80;130448;9616;16394;95559;5502;0;1;3376;4444;71039;3898;79381;10276;7;10269;25190;2;25188;12851;61343;113;43675;17555;51385;309;48908;2168;11616;17;11633;103865;207023;103865;279045;180223365;23127569;2030131;155065665;7;8;6;18;0;0;0;0;0;39;380;1;25;0;404;124;54;186;16;380;3;6;16;0;25;0;0;0;0;0;52;26;121;13;1;13349;4142;4633;3156;507;0;0;911;11828;9;11819;46845;105;35974;10766;72022;103158;78638;68866;78637;68866;33;1,55232E+11;8366628;0,00116;21,54074;0,46614;4,82871;1974,75758;7334,15152;1824,06061;148,99505;0,72695;0,75129
TRF1_RO_2017;2017;TRF1;TRF 1ª Região;RO;0;11434;2166;2990;5847;265;155;0;11;46063;4273;7877;31122;1467;296;1;1027;1209;15507;793;17509;2136;0;2136;6372;2;6370;5415;21182;7;10969;10206;17576;40;16652;884;5336;0;5336;28260;70011;28260;94301;83286830;8190211;102500;74994119;4;2;3;10;0;0;0;0;0;19;167;0;20;0;187;44;27;86;10;167;4;3;13;0;20;0;0;0;0;0;25;4;46;4;0;5108;1981;1567;1136;119;0;126;179;5368;2;5366;13814;11;8427;5376;24290;41751;26136;23154;25839;23028;16;43516147492;1805788;0,00191;46,12215;1,05217;10,35559;1390,25;5160,0625;1182,625;101,18717;0,58014;0,77081
TRF1_RR_2017;2017;TRF1;TRF 1ª Região;RR;0;3135;991;873;856;415;0;0;0;14938;1414;1544;10496;1106;0;0;378;473;6614;483;7570;0;0;0;0;0;0;0;2203;4;1832;367;1610;0;1571;39;83;0;83;7653;16548;7653;20099;35089098;5190898;0;29898200;3;2;0;0;0;0;0;0;0;5;61;0;10;0;71;51;10;0;0;61;7;3;0;0;10;0;0;0;0;0;37;4;0;0;0;1958;968;562;279;76;0;0;73;0;0;0;1593;1;1286;306;3551;8895;5013;3272;5013;3272;5;12104709147;522636;0,0029;67,13869;0,95669;13,58498;994,2;4019,8;710,2;50,01408;0,66523;0,82332
TRF1_TO_2017;2017;TRF1;TRF 1ª Região;TO;0;7261;1458;1852;3535;330;1;0;85;28445;2324;2898;20652;1812;0;0;759;569;8598;678;9845;3923;7;3916;4830;4;4826;1355;15273;23;9769;5481;23664;39;22092;1533;3103;0;3103;14303;56939;14303;73164;63796423;4644390;178552;58973480;2;3;3;5;0;0;0;0;0;13;134;0;18;2;154;56;25;46;7;134;3;5;10;0;18;0;0;2;0;2;36;3;38;0;0;4278;1609;1202;1000;213;0;0;254;4280;17;4263;7667;32;5912;1723;16225;42636;30582;15225;30582;15225;10;34108131985;1550194;0,00187;41,15383;0,8386;9,93424;1696,7;6405,4;1194,5;77,56494;0,53009;0,81352
TRF1_BA_2017;2017;TRF1;TRF 1ª Região;BA;0;42846;5084;13821;20475;2635;0;0;831;226507;7707;35572;162072;12164;0;5;8987;6157;113978;6148;126283;21598;3;21595;38879;2;38877;14032;144783;54;94773;49956;137108;101;130805;6202;30335;12;30347;170662;402494;170662;550081;392427002;39608092;8084998;344733912;21;13;12;35;0;0;5;0;0;76;755;1;69;3;826;293;76;346;40;755;14;8;47;0;69;1;1;1;0;3;151;27;254;7;1;30444;4773;9803;13056;907;0;0;1905;38785;2;38783;78358;63;56963;21332;147587;231832;183738;134531;183733;134531;64;2,68724E+11;15344447;0,00146;25,57453;0,49529;5,38305;2138,15625;7381,51563;1700,03125;131,72155;0,57988;0,76969
TRF1_MA_2017;2017;TRF1;TRF 1ª Região;MA;0;16153;3474;6048;5491;1019;0;0;121;87496;6908;17352;53524;5742;0;0;3970;1766;29831;2826;34423;9560;4;9556;25445;3;25442;6570;105569;4;80418;25147;110620;142;108626;1852;49151;0;49151;90144;223561;90144;308211;156579003;13853114;384312;142341576;6;8;6;14;0;0;0;0;0;34;310;1;41;1;351;120;45;126;19;310;13;12;15;1;41;0;0;1;0;1;139;28;89;7;1;10682;3306;3740;2512;683;0;0;441;9353;10;9343;64615;49;51937;12629;84650;133417;109724;82138;109724;82138;28;89542757307;7000229;0,00175;22,3677;0,4857;5,01412;3444,78571;9764,75;2689,17857;214,52137;0,6186;0,7246
TRF1_PI_2017;2017;TRF1;TRF 1ª Região;PI;0;12690;2243;3800;6072;541;0;0;34;58515;3025;11846;39344;2429;0;0;1871;980;15804;1017;17801;13337;1;13336;30950;5;30945;3510;55385;14;42555;12816;58203;68;54792;3343;11897;0;11897;33208;147668;33208;208176;119060323;9429546;108334;109522443;5;6;3;12;0;0;0;0;0;26;244;0;15;2;261;90;40;102;12;244;3;4;8;0;15;0;0;2;0;2;65;18;72;14;0;6370;2221;2640;1015;165;0;0;329;4558;2;4556;49580;46;37223;12311;60508;114460;90920;59493;90920;59493;23;45365541026;3219257;0,00262;36,98379;0,80764;8,10746;2401,08696;7507,30435;2432,6087;214,36782;0,82189;0,67597
TRF1_TRU_2017;2017;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91148E+12;77782430;;;0;0;;;;;;
TRF1_2º Grau_2017;2017;TRF1;TRF 1ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503437;0;612666;546348873;67959140;9963471;468426263;0;0;0;0;0;0;0;0;0;27;0;0;0;0;683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109229;503437;503437;109229;503437;109229;0;1,91148E+12;77782430;0,00029;7,02407;0,03471;0,87809;;;;0;;
TRF1_total_2017;2017;TRF1;TRF 1ª Região;total;1;298951;45262;106036;122289;20595;157;5;4607;1660775;67360;252414;1178540;92806;297;15;69343;43804;754316;52703;850823;128299;70;128229;348079;55;348024;139688;718394;407;495954;222033;809977;1164;778020;30793;276465;29;276494;1267005;3322268;1267005;4241120;3224640333;393133150;36237747;2774024012;185;104;75;189;0;0;13;3;1;554;5155;8;437;20;8495;2357;692;1857;249;5155;136;91;202;8;437;7;2;11;0;20;1227;280;1198;154;8;196699;44690;76889;52946;8582;2;126;13464;174611;87;174524;438313;580;333369;104364;918852;2055263;1631039;865906;1630727;865778;462;1,91148E+12;77782430;0,00169;41,45718;0,71224;10,92149;1711,13203;6722,4329;1374,48485;74,75127;0,62419;0,79554
TRF2_RJ_2017;2017;TRF2;TRF 2ª Região;RJ;0;157748;7743;36819;91267;6215;0;782;14922;564424;11315;64403;430607;22815;0;2315;32969;14900;335685;16467;367052;32250;9;32241;53695;5;53690;34609;163184;274;114468;48442;129622;623;115148;13851;42324;951;43275;444936;747741;444936;1088050;991287625;171879642;0;819407983;130;50;25;29;0;0;36;5;1;192;2169;111;125;8;2191;1474;373;224;98;2169;82;22;14;7;125;6;1;1;0;8;25880;7145;5540;1950;111;132502;8414;34092;68746;3741;773;0;16736;57172;15;57157;150635;331;99745;50559;340309;302805;207883;271563;205568;270790;168;6,71606E+11;16718956;0,00148;59,29124;1,1484;13,10489;1528,4881;5816,56548;1685,33929;129,22729;0,88223;0,71025
TRF2_ES_2017;2017;TRF2;TRF 2ª Região;ES;0;24036;2364;6854;9052;1713;0;215;3838;117255;2837;12758;88999;4483;0;552;7626;2304;59583;2581;64468;6599;1;6598;17878;3;17875;5056;32126;96;21996;10034;42384;104;37012;5268;17506;756;18262;87786;177517;87786;235071;164347574;25688014;98787;138560773;16;8;6;13;0;0;3;0;0;40;389;12;27;1;405;238;49;85;17;389;13;4;8;2;27;0;1;0;0;1;2607;1091;602;167;12;21384;2223;6293;7406;1043;122;0;4297;6876;2;6874;29294;93;19010;10191;57554;89731;60315;50148;59763;50026;34;1,134E+11;4016356;0,00145;40,91957;0,99593;10,08377;1237,5;6185,79412;1490,52941;125,13086;0,90235;0,75904
TRF2_TRU_2017;2017;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,85006E+11;20735312;0;0;0;0;;;;;;
TRF2_2º Grau_2017;2017;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84262;0;134254;302427959;67317562;31390;235079007;0;0;0;0;0;0;0;0;0;27;0;0;0;0;697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49992;84262;84262;49992;84262;49992;0;7,85006E+11;20735312;0,00039;14,58517;0,13021;3,36142;;;;0;;
TRF2_total_2017;2017;TRF2;TRF 2ª Região;total;1;181784;10107;43673;100319;7928;0;997;18760;681679;14152;77161;519606;27298;0;2867;40595;17204;395268;19048;431520;38849;10;38839;71573;8;71565;39665;195310;370;136464;58476;172006;727;152160;19119;59830;1707;61537;532722;1009520;532722;1457375;1754893997;264885218;130177;1486130151;146;58;31;42;0;0;39;5;1;259;2558;123;152;9;4568;1712;422;309;115;2558;95;26;22;9;152;6;2;1;0;9;28487;8236;6142;2117;123;153886;10637;40385;76152;4784;895;0;21033;64048;17;64031;179929;424;118755;60750;447855;476798;352460;371703;349593;370808;202;7,85006E+11;20735312;0,00224;84,63311;1,24908;22,03005;1479,5099;5878,71287;1652,5495;73,07684;0,88523;0,71889
TRF3_MS_2017;2017;TRF3;TRF 3ª Região;MS;0;17244;1518;6339;6181;2085;135;202;784;69562;8173;23221;27213;6097;246;611;4001;4892;4500;266;9658;3846;5;3841;17375;9;17366;4762;10463;1;10462;0;22830;12;22818;0;7077;0;7077;21497;109767;21497;136451;124879290;8661418;199574;116018299;20;3;3;5;0;0;1;0;0;30;223;17;7;0;213;114;37;60;12;223;5;0;2;0;7;0;0;0;0;0;5426;386;0;294;17;12304;1642;5585;2534;1394;164;98;887;2264;14;2250;12116;10;12106;0;26684;88270;65557;24150;64700;23888;27;96396433756;2713147;0,0013;46,02747;1,10573;7,85066;984,66667;4326,37037;904,44444;114,64789;0,88137;0,79095
TRF3_SP_2017;2017;TRF3;TRF 3ª Região;SP;0;257559;7011;85398;112467;18271;316;2400;31696;2176520;28128;297262;1696366;59675;156;5447;89486;87672;1132344;31715;1251731;62426;28;62398;208855;22;208833;103933;225238;14;225224;0;485509;263;485246;0;220526;0;220526;1576190;2870884;1576190;3587639;1736620081;199270280;936423;1536413378;207;62;46;20;0;0;41;4;2;288;3480;153;13;5;3345;2423;619;290;148;3480;6;4;2;1;13;5;0;0;0;5;35122;13821;4318;2408;153;262631;14206;155357;53247;5421;1412;347;32641;130689;38;130651;323435;116;323319;0;716755;1294694;730672;663508;725069;661749;244;2,12076E+12;45094865;0,00082;38,51037;0,63865;7,4177;1837,64344;13311,86475;2401,90984;175,20658;1,2139;0,81957
TRF3_TRU_2017;2017;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,21716E+12;47808012;0;0;0;0;;;;;;
TRF3_2º Grau_2017;2017;TRF3;TRF 3ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348097;0;502943;380981513;103094023;0;277887490;0;0;0;0;0;0;0;0;0;42;0;0;0;0;1077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154846;348097;348097;154846;348097;154846;0;2,21716E+12;47808012;0,00017;7,96899;0,08785;2,25276;;;;0;;
TRF3_total_2017;2017;TRF3;TRF 3ª Região;total;1;274803;8529;91737;118648;20356;451;2602;32480;2246082;36301;320483;1723579;65772;402;6058;93487;92564;1136844;31981;1261389;66272;33;66239;226230;31;226199;108695;235701;15;235686;0;508339;275;508064;0;227603;0;227603;1597687;3328748;1597687;4227033;2642913886;311025721;1135997;2324992195;227;65;49;25;0;0;43;4;2;359;3703;169;20;5;6302;2537;656;350;160;3703;11;4;4;1;20;5;0;0;0;5;40548;14207;4318;2702;169;274935;15848;160942;55781;6815;1576;445;33528;132953;52;132901;335551;126;335425;0;898285;1731061;1144326;842504;1137866;840483;270;2,21716E+12;47808012;0,00119;55,28182;0,75092;13,18189;1759,15185;12462,61852;2261,05926;96,87179;1,19585;0,81857
TRF4_RS_2017;2017;TRF4;TRF 4ª Região;RS;0;95915;6167;50662;28893;5018;247;991;3937;423084;7785;73595;294234;18776;566;2852;25276;14965;169038;20023;204026;48964;63;48901;55435;28;55407;39387;136028;284;135744;0;244506;438;244068;0;103943;0;103943;347356;723025;347356;1002711;606401864;67253905;2229314;536918644;19;31;15;103;0;0;17;2;1;148;1541;73;18;0;1486;129;210;1132;70;1541;2;1;13;2;18;0;0;0;0;0;2034;3171;20433;920;73;102487;6710;46469;38948;3539;429;35;6357;50634;45;50589;126565;442;126123;0;279686;375669;250473;240738;247055;240274;134;4,2327E+11;11322895;0,00143;53,55537;1,30709;13,12385;1692,29851;6691,35821;1709,34328;154,13997;0,98754;0,74454
TRF4_PR_2017;2017;TRF4;TRF 4ª Região;PR;0;78628;13517;32907;22502;5265;295;2328;1814;311551;12724;49873;209354;17132;888;6181;15399;14838;130121;11329;156288;39874;95;39779;37048;37;37011;18487;97766;247;97519;0;168566;472;168094;0;67525;0;67525;242300;517165;242300;726510;522555641;59258218;238145;463059277;21;20;12;85;0;0;9;1;1;127;1319;69;5;0;1255;146;136;975;62;1319;4;0;1;0;5;0;0;0;0;0;2757;2360;19431;630;69;78016;14581;27718;19350;2207;1169;189;12802;44132;100;44032;87197;494;86703;0;209345;274865;195632;189995;188563;188637;116;4,21498E+11;11320892;0,00124;46,15852;1,12182;11,0857;1482,38793;5563,18966;1424,25;131,64382;0,93661;0,74399
TRF4_SC_2017;2017;TRF4;TRF 4ª Região;SC;0;57415;4212;27391;15497;4067;41;722;5485;256078;5665;31111;153151;11684;123;1980;52364;8171;102058;31553;141782;22998;37;22961;22620;12;22608;13367;85274;231;85043;0;136203;434;135769;0;73841;0;73841;228990;414901;228990;564035;352757798;31595770;4044146;317117883;12;19;9;57;0;0;5;4;0;88;876;31;23;0;868;81;130;615;50;876;4;5;11;3;23;0;0;0;0;0;1191;1915;7934;356;31;48499;4545;24366;12934;1803;374;48;4429;24430;43;24387;76205;227;75978;0;149134;185911;134818;136200;132715;135778;79;2,7727E+11;7001161;0,00127;50,38561;1,25693;12,39794;1727,10127;6544,11392;1578,53165;143,6682;0,87396;0,75879
TRF4_TRU_2017;2017;TRF4;TRF 4ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,12204E+12;29644948;0;0;0;0;;;;;;
TRF4_2º Grau_2017;2017;TRF4;TRF 4ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162978;0;311038;293627518;73424606;20580255;199622658;0;0;0;0;0;0;0;0;0;27;0;0;0;0;581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148060;162978;162978;148060;162978;148060;0;1,12204E+12;29644948;0,00026;9,90481;0,09108;1,95986;;;;0;;
TRF4_total_2017;2017;TRF4;TRF 4ª Região;total;1;231958;23896;110960;66892;14350;583;4041;11236;990713;26174;154579;656739;47592;1577;11013;93039;37974;401217;62905;502096;111836;195;111641;115103;77;115026;71241;319068;762;318306;0;549275;1344;547931;0;245309;0;245309;818646;1818069;818646;2604294;2138485613;231532499;41543843;1848945162;52;70;36;245;0;0;31;6;2;391;3736;173;46;0;5230;356;476;2722;182;3736;10;6;25;5;46;0;0;0;0;0;5982;7446;47798;1906;173;229002;25836;98553;71232;7549;1972;272;23588;119196;188;119008;289967;1163;288804;0;786225;999423;743901;714993;731311;712749;330;1,12204E+12;29644948;0,00191;72,1366;1,31894;17,64213;1621,71515;6239,26364;1572,63333;99,22925;0,94182;0,74795
TRF5_SE_2017;2017;TRF5;TRF 5ª Região;SE;0;10772;311;4547;3441;961;0;68;1444;31566;655;4041;23452;1453;3;176;1786;501;19106;790;20397;5720;0;5720;4802;0;4802;2878;26996;0;23494;3502;12298;6;11486;806;662;2;664;23939;48666;23939;95792;93833973;11409005;1188113;81236854;5;2;3;5;0;0;1;0;0;14;189;12;21;0;198;158;16;4;11;189;16;3;0;2;21;0;0;0;0;0;3448;96;87;620;12;10537;515;4987;2298;607;45;7;2078;7080;0;7080;29509;17;26488;3004;47126;24727;20381;44828;20202;44776;11;40711486162;2288116;0,0023;41,00927;0,61186;8,65341;2977,63636;7628,18182;3640,54545;202,25253;1,06032;0,52275
TRF5_AL_2017;2017;TRF5;TRF 5ª Região;AL;0;14036;287;6297;4073;821;0;62;2496;57008;848;4520;42149;1780;32;141;7538;461;13989;1689;16139;12664;0;12664;17624;0;17624;14340;73385;0;57578;15807;23010;11;21569;1430;232;7;239;30718;97642;30718;195425;135044393;9912426;5779817;119352150;9;8;3;2;0;0;1;2;0;19;252;2;30;3;283;166;63;2;21;252;22;5;0;3;30;2;1;0;0;3;555;219;0;0;2;15397;584;8786;1389;589;22;9;4018;12767;0;12767;69619;15;54930;14674;97783;66924;38764;96394;38591;96363;16;52851066935;3375823;0,00256;40,0034;0,56283;8,38314;4316;10314,625;5313,5;300,40989;0,97249;0,48486
TRF5_PE_2017;2017;TRF5;TRF 5ª Região;PE;0;28601;522;10676;10770;2856;12;102;3663;137976;1316;14564;106414;5197;130;544;9811;1562;92723;3605;97890;20277;0;20277;28891;6;28885;21130;80384;9;63782;16593;32213;12;28678;3523;178;10;188;119208;199080;119208;352100;333128917;40098352;7171628;285858936;23;9;9;15;0;0;5;2;1;48;678;30;188;4;840;530;76;38;34;678;87;10;88;3;188;3;1;0;0;4;8365;869;543;1252;30;33038;1236;13336;11306;1664;105;75;5316;26993;0;26993;92989;54;72949;19986;153020;79872;66181;141714;65507;141534;40;1,8161E+11;9473266;0,00183;35,16516;0,50669;8,86706;2215,375;7405,4;3150,675;150,03214;1,15637;0,57454
